"uuid","created_at","last_updated","title","description","translation_status","native_name","native_about","address","geolocation","main_photo_url","availability_type","inventory_supplier","duration","rating","number_of_reviews","is_free","price","order_webpage","hotel_pickup","is_active","is_itinerary_resource","is_curated","is_accessible","categories_list","external_id","external_city_name","additional_info_id","city_id","native_language","similarity_group_id","currency","is_city_processed","is_relevant_for_adult","is_relevant_for_child","is_relevant_for_infant"
"3a308cea-fed1-4f44-bd8a-2a175ef1535e",2022-03-24 17:30:32.011 +0200,2022-03-24 15:21:06.814 +0200,Bluthund - Gefährliches Halbdissen Tour 2023,"Uff. Schon wieder BLUTHUND? Erst non stop diese Singles und jetzt auch noch ein
Album PLUS Tour?! Gefährliches Halbdissen. Oberflächlich gefährlich und Dissen -
aber nur halb. 12 Tracks Lärm und Nonsens.<br><br><br>
Kaputter Bass, schräge Gitarren, geklaute Trap-Hats und dann doch wieder ein viel
zu lautes Schlagzeug? Songs vom wachsamen Nachbarn, über sprechende Affen
bis hin zum Untergang der Menschheit? Kann ja nur Scheisse sein.
Deichkind sagen „teilweise hat’s gegrooved“, B-Tight meint „der Beat ist doch von
Usher geklaut“, ITCHY finden ""Slipknot hatten wenigstens gute Songs.“ und
Antifuchs meint: „Genau deshalb lass ich Köter nicht in meinen Fuxxbau!“.
Bei so viel Lob muss ja was dran sein. Also kurz mal durchskippen und tschüss.",,,,"Cassiopeia, Revaler Straße 99, BERLIN, DE, 10245",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/bluthund-tickets-2021.jpg,,Eventim,"02:00:00",,0,false,19.40,https://www.eventim.de/noapp/event/14121281/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","14121281",BERLIN,,19912,,,,false,,,
"3dac1a67-54ea-4f9a-bdf7-609dd35bc820",2022-03-24 17:30:33.140 +0200,2022-03-24 15:21:06.814 +0200,Alexander Stevens & Jacqueline Belle - True Crime - Der perfekte Mord,"Der erfolgreiche BAYERN 3 True Crime Podcast live on Tour!<br><br>Nach vier Staffeln mit spannenden, skurrilen, tragischen und vor allem immer echten Kriminalfällen kommen neue spektakuläre Fälle endlich live auf die Bühne.<br><br>BAYERN 3 Moderatorin Jacqueline Belle und Strafverteidiger Dr. Alexander Stevens gehen einer Frage nach: Gibt es den perfekten Mord?<br><br>Drei spannende Fälle, bei denen der Mörder nicht gefunden, verurteilt oder sogar der Falsche verurteilt wurde.<br><br>Zusammen gehen sie dem brutalen Doppelmord von Koblenz nach. Einem Fall, bei dem bis heute Zweifel an der Verurteilung des richtigen Täters bestehen. Bei einem weiteren Fall mit vermeintlichem Suizid auf einem Kreuzfahrtschiff wird Alexander Stevens plötzlich mit dem Geständnis des mutmaßlichen Mörders konfrontiert, dennoch läuft dieser bis heute frei herum!<br><br>Jacqueline Belle und Alexander Stevens sprechen selbstverständlich auch über ein paar skurrile Fälle aus dem erfolgreichen Podcast, diese wie immer gewohnt spannend und humoresk.<br><br>Alle Fälle haben eines gemein: Sie sind alle echt, genau so passiert und Alexander Stevens war als Strafverteidiger live dabei. Er berichtet aus der eigenen Perspektive, ordnet die Sachverhalte rechtlich ein und gibt Einblick in die Erfahrungen und Tricks des Strafverteidigers.<br><br>Präsentiert wird die Tour von BAYERN 3 Moderatorin Jacqueline Belle. Jacqueline Belle’s Stimme kennt man nicht nur aus dem Radio und dem erfolgreichen True Crime Podcast - sie ist auch eine bekannte Synchronsprecherin für Blockbuster, Filme und Serien wie „Mission Impossible“, „Game of Thrones"" oder „Fast & Furious“. Ihr Herz schlägt fürs Sprechen und Moderieren! Bei BAYERN 3 hört man sie in der beliebten Sendung ""Die Zwei für euren Feierabend“ oder in der Morning-Show.<br><br>Alexander Stevens gehört zu Deutschlands bekanntesten Strafverteidigern und ist einem breiten Publikum auch als Bestsellerautor und TV-Anwalt bekannt. Seit über zehn Jahren vertritt er Mörder, Vergewaltiger, Bankräuber und sorgt mit seinen spektakulären Fällen immer wieder für bundesweites Aufsehen.",,,,"Urania, An der Urania 17, BERLIN, DE, 10787",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/true-crime-tickets-2021.jpg,,Eventim,"02:00:00",,0,false,37.40,https://www.eventim.de/noapp/event/14390978/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,'{}',"14390978",BERLIN,,19912,,,,false,,,
"4535d471-ca26-4f94-8624-8b37470386df",2022-03-24 17:28:47.974 +0200,2022-03-24 15:21:06.814 +0200,Cory Wells,Nach seiner fulminanten ersten Tour kommt Cory Wells im Frühjahr 2022 zurück nach Deutschland. Der Singer-Songwriter bringt hierbei ganz bewusst seine Einflüsse aus Emo und Post-Hardcore der 2000er mit ein.,,,,"Cassiopeia, Revaler Straße 99, BERLIN, DE, 10245",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/cory-wells-tickets-2021-222x222.jpg,,Eventim,"02:00:00",,0,false,18.30,https://www.eventim.de/noapp/event/13718880/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","13718880",BERLIN,,19912,,,,false,,,
"46ee9431-f4cd-488a-be4e-cb4f55e9fd0d",2022-03-24 17:29:03.758 +0200,2022-03-24 15:21:06.814 +0200,Girlschool + Alcatrazz + Support: Asomvel,,,,,"Lido, Cuvrystr. 7, BERLIN, DE, 10997",,https://www.eventim.de/obj/media/DE-eventim/teaser/blank.gif,,Eventim,"02:00:00",,0,false,28.70,https://www.eventim.de/noapp/event/12888190/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","12888190",BERLIN,,19912,,,,false,,,
"4aef0b12-7496-493d-80db-54587b82985d",2022-03-24 17:28:51.603 +0200,2022-03-24 15:21:06.814 +0200,Wild Rivers,,,,,"Privatclub, Skalitzer Str. 85-86, BERLIN, DE, 10997",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2020//wild-rivers-tickets-2020.jpg,,Eventim,"02:00:00",,0,false,17.20,https://www.eventim.de/noapp/event/13073288/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","13073288",BERLIN,,19912,,,,false,,,
"4ff00e76-32d8-4258-9f0d-5ffda013e47a",2022-03-24 17:28:52.744 +0200,2022-03-24 15:21:06.814 +0200,Starset,"Ihre Songs sind Szenarien der fernen Zukunft. Meist düster und mit dem Blick auf Themen wie künstliche Intelligenz, Genmanipulation und multimediale Kommunikation gerichtet. Seit ihrem Debüt „Transmission“ aus dem Jahr 2014 bewegen sich Starset in anderen Sphären – irgendwo zwischen Wissenschaft, Astronomie und Science-Fiction.
Als Elektroingenieur, dessen Interesse an Astronomie geweckt wurde, gründete Sänger Dustin Bates die Synth-Rock-Band im Jahr 2013. Nach der Auflösung seiner vorherigen Band Downplay war Starset für ihn ein willkommenes Projekt, um seine Leidenschaft an der Wissenschaft im Allgemeinen mit der an der Sternkunde im Speziellen verschmelzen zu lassen.
Seit jeher widmet sich die aus Columbus stammende Band kontrovers diskutierten Visionen des zukünftigen Lebens auf dem Planeten Erde. Inhaltlich und musikalisch gleichermaßen nimmt uns das Quartett mit auf eine Reise in eine entfernte Galaxie. Es ist eine Reise in ein Universum, in dem für uns derzeit noch unvorstellbare Themen bereits Realität sind.
Mit „Transmission“ hat das Quartett bereits bewiesen, dass es den Spagat zwischen Rock und Elektronik perfekt beherrscht. Mit der Fusion der beiden Stile schafft die Band um Dustin Bates einen einzigartigen, teils sogar epischen und symphonischen Sound, welcher der Gruppe einen großen Wiedererkennungswert verleiht.
In den USA haben Starset schon lange die Spitze der Rock-Charts erobert und regieren die Radioplaylisten. Nach „Transmission“ veröffentlichten die Musiker drei Jahre später das Werk „Vessels“, welches an den Erfolg des Vorgängers nahtlos anknüpft. Im Herbst 2019 präsentierten Starset schließlich ihr drittes Studioalbum „Divisions“. Kürzlich erschien zudem die aktuelle Single „Infected“.
So dramatisch und opulent sich Starset mit ihrer Musik präsentieren, so zeigt sich das Quartett auch auf seinen Konzerten. Extravagante Outfits und Bühnenshows lassen das Publikum auch hier in andere Welten abtauchen und Musik erfahren, die stilistisch gekonnt zwischen Rock, Elektronik und Metal changiert.
Im Frühjahr 2022 kommen Starset für fünf Konzerte nach München, Berlin, Hamburg, Köln und Frankfurt.",,,,"HOLE 44, Hermannstr. 146, BERLIN, DE, 12051",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/starset-tickets-2021.jpg,,Eventim,"02:00:00",,0,false,42.45,https://www.eventim.de/noapp/event/13876723/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","13876723",BERLIN,,19912,,,,false,,,
"55f19355-15b6-42f6-96b1-ca422827eb74",2022-03-24 17:28:59.977 +0200,2022-03-24 15:21:06.814 +0200,Paula & Karol,,,,,"ufaFabrik, Viktoriastraße 10 - 18, BERLIN, DE, 12105",,https://www.eventim.de/obj/media/DE-eventim/teaser/blank.gif,,Eventim,"02:00:00",,0,false,17.95,https://www.eventim.de/noapp/event/15019945/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","15019945",BERLIN,,19912,,,,false,,,
"5fdf43ea-98ba-42a9-b5ba-7fa04c794f31",2022-03-24 17:30:32.546 +0200,2022-03-24 15:21:06.814 +0200,Deutsches Kammerorchester Berlin - #6 Zurück in die Zukunft,,,,,"Kammermusiksaal Philharmonie, Herbert-von-Karajan-Straße 1, BERLIN, DE, 10785",,https://www.eventim.de/obj/media/DE-eventim/teaser/blank.gif,,Eventim,"02:00:00",,0,false,29.05,https://www.eventim.de/noapp/event/14137336/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","14137336",BERLIN,,19912,,,,false,,,
"60ef7521-512b-486e-8858-eb0d8aba0b8a",2022-03-24 17:28:36.087 +0200,2022-03-24 15:21:06.814 +0200,Jungle,,,,,"Columbiahalle, Columbiadamm 13-21, BERLIN, DE, 10965",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/jungle-tickets-2021.jpg,,Eventim,"02:00:00",,0,false,38.25,https://www.eventim.de/noapp/event/14604857/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","14604857",BERLIN,,19912,,,,false,,,
"621d050a-57cc-495f-8c25-a2faa181cc01",2022-03-24 17:29:03.756 +0200,2022-03-24 15:21:06.814 +0200,A Tale Of Golden Keys,"In den letzten Jahren haben sich <b>A Tale Of Golden Keys</b> zu einer festen Größe in der deutschen Indie-Landschaft entwickelt. Angefangen mit ihrem Debütalbum „Everything Went Down As Planned“ (2015) inklusive des verträumten Spotify-Millionen-Songs „All Of This“ über den gefeierten Zweitling „Shrimp“ (Februar 2018) bis hin zum Soundtrack „Tyry (Music for the Film)“ im Jahr 2019, hat sich das Trio aus Nürnberg bereits eine beachtliche Diskografie zusammengestellt.<br> <br> Dabei haben alle veröffentlichten Songs eines gemeinsam: <br> Kaum eine Band strahlt mit einer ganz eigenen Stimmung eine solche Wärme aus! <br> <br> Die wunderschöne Stimme von Sänger Hannes Neunhoeffer harmoniert stets auf berührende Art und Weise mit Klavier und Gitarre, Bass und Orgel gespielt von Florian Dzialjo und dem Schlagzeug von Jonas Hauselt. <br>Ihre Songs laden zur melancholischen Wehmut ein und haben durch die selbstironische Art der Band trotzdem immer einen Hang zum Optimismus. Der spezielle Humor der Band zeigt sich nicht nur in der Interaktion mit dem Publikum sondern auch in der Bildsprache. So werden die drei Bandmitglieder auf dem Cover des Debütalbums von Dinosauriern verspeist und auf dem zweiten Album „Shrimp“ ist selbstverständlich eine Taube abgebildet.",,,,"BERGHAIN / Kantine, Am Wriezener Bahnhof, BERLIN, DE, 10243",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2020/a-tale-of-golden-keys-tickets-2020-222x222.jpg,,Eventim,"02:00:00",,0,false,22.00,https://www.eventim.de/noapp/event/13994135/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","13994135",BERLIN,,19912,,,,false,,,
"631ed4b4-03f0-449f-a93d-a9d3677836b6",2022-03-24 17:30:32.011 +0200,2022-03-24 15:21:06.814 +0200,Ick hab' so'n Appetit uff ne Bulette,,,,,"Zilles Stubentheater, Jägerstraße 4, BERLIN, DE, 12555",,https://www.eventim.de/obj/media/DE-eventim/teaser/blank.gif,,Eventim,"02:00:00",,0,false,25.96,https://www.eventim.de/noapp/event/15037760/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Culture""}'","15037760",BERLIN,,19912,,,,false,,,
"63442fea-6b48-426a-bc4b-96014f08101f",2022-03-24 17:30:25.043 +0200,2022-03-24 15:21:06.814 +0200,KidsDay - Playoffs - Centre Court - Sonntag,,,,,"Steffi-Graf-Stadion, Gottfried-von-Cramm-Weg, BERLIN, DE, 14193",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/bett-1-open-tickets-2021.jpg,,Eventim,"02:00:00",,0,false,32.50,https://www.eventim.de/noapp/event/14052619/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Sporting Events"",""""}'","14052619",BERLIN,,19912,,,,false,,,
"66b20056-d8e5-4df4-91de-8f28bd0212f1",2022-03-24 17:28:51.602 +0200,2022-03-24 15:21:06.814 +0200,Nie und Nimmer - Mensch sein Tour 2022,"Getreu Ihres Mottos „Gemeinsam weniger allein“ gehen die beiden Berliner noch in diesem Jahr auf große „Mensch sein Tour 2020“. Wie der Name der Tour schon verraten lässt, wird es ein neues Album geben. Wer also dabei sein möchte, wenn Nie und Nimmer die Songs ihres neuen Albums „Mensch sein“ das erste Mal live performen, sollte schnell sein denn die Akustik Tour 2020 war innerhalb kürzester Zeit ausverkauft.",,,,"Columbia Theater, Columbiadamm 9-11, BERLIN, DE, 10965",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2022/nie-und-nimmer-tickets-2022-222x222.jpg,,Eventim,"02:00:00",,0,false,37.39,https://www.eventim.de/noapp/event/12799330/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","12799330",BERLIN,,19912,,,,false,,,
"6d451a40-00be-4ae2-90ea-c6b0d47405a3",2022-03-24 17:30:32.011 +0200,2022-03-24 15:21:06.814 +0200,Anna-Maria Zimmermann - Live mit Band,"Anna-Maria Zimmermann steht endlich wieder live auf der Bühne – mit ihren größten Hits und einer exzellenten vierköpfigen Live-Band als Begleitung. Durch die aufregenden Arrangements und den einzigartigen Sound klingen ihre Songs noch frischer und mitreißender denn je.<br>
Wenn Anna-Maria Zimmermann jetzt auf der Bühne fragt „Wer ist dieser DJ?“, lautet die Antwort: „Es gibt keinen, die Musik ist komplett live und handgemacht“. Genauso wie bei „1.000 Träume weit (Torneró)“, „Himmelblaue Augen“ und allen anderen Songs auf den Konzerten.<br>
Auch wenn sie mit ihrer Band diesmal neue Töne anschlägt, eines wird sich niemals ändern: Anna-Maria Zimmermann ist DIE Party-Queen schlechthin – einfach hinreißend, immer mitreißend. Sie bestimmt, wo die emotionale Reise hingeht… nämlich ohne Umweg zum absoluten Party-Peak. Dass sie dabei immer sie selbst bleibt und sich Zeit für ihre Fans nimmt – Ehrensache für Anna-Maria.<br>
Die Vorfreude aller Beteiligten ist riesig, denn für Anna-Maria Zimmermann sind das auch ihre ersten Live-Performances mit Band vor großem Publikum nach der langen Corona Pause. Umso mehr Spaß und Stimmung sind dann vor, auf und hinter der Bühne garantiert.",,,,"Columbia Theater, Columbiadamm 9-11, BERLIN, DE, 10965",,https://www.eventim.de/obj/mam/germany/e5/66/anna-maria-zimmermann---live-mit-band-tickets_55652_535571_222x222.jpg,,Eventim,"02:00:00",,0,false,32.50,https://www.eventim.de/noapp/event/14121985/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","14121985",BERLIN,,19912,,,,false,,,
"73c75ada-0edc-47c2-96cd-8ef7e8bb3a5e",2022-03-24 17:30:32.010 +0200,2022-03-24 15:21:06.814 +0200,Amber Mark,,,,,"Lido, Cuvrystr. 7, BERLIN, DE, 10997",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/amber-mark-tickets-2021.jpg,,Eventim,"02:00:00",,0,false,29.55,https://www.eventim.de/noapp/event/14934862/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","14934862",BERLIN,,19912,,,,false,,,
"755b9a45-c200-49a3-952a-aceaed53cca4",2022-03-24 17:30:20.210 +0200,2022-03-24 15:21:06.814 +0200,Pythonparfum und Pralinen aus Pirgendwo,"Pythonparfum und Pralinen aus Pirgendwo
Ein einsames Hotel, so seltsam wie seine Gäste: Ein Tierforscher jagt einen Juckreiz. Eine Lady mit Hut lässt Glitzerndes verschwinden. Eine kurzsichtige Bruchpilotin lernt Fliegen. Ein bleicher Herr nimmt Maß an Menschenarmen und Stuhlbeinen. Eine ältere Dame sucht Zuflucht hinter ihrem Tennisschläger. Und eine Dauergästin ertrinkt auf dem Teppich. Woher sie gerade kommen, erzählt ihr Gepäck. Wohin sie reisen, wissen sie selbst noch nicht. Doch der emsige Portier ist für alle da und jongliert mit sich stapelnden Bedürfnissen.<br><br>

Was entsteht, wenn mit jedem Menschen eine ganze Welt zur Tür hereinkommt? Mit viel Humor und fast ohne Worte erzählen Regisseur Gregory Caers und sein Ensemble von Menschen auf der Durchreise und überraschenden Begegnungen. Ein Theaterzauber für die ganze Familie: voller Liebe zu knisternden Geheimnissen, steilen Behauptungen und unwahrscheinlichen Bildwelten.?<br>
Regie: Gregory Caers<br>
Altersempfehlung: ab 5 Jahre<br>
Dauer: 60 Minuten",,,,"Theater an der Parkaue, Parkaue 29, BERLIN, DE, 10367",,https://www.eventim.de/obj/mam/germany/70/9e/pythonparfum-und-pralinen-aus-pirgendwo-tickets_56217_539721_222x222.jpg,,Eventim,"02:00:00",,0,false,16.30,https://www.eventim.de/noapp/event/15051555/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Culture""}'","15051555",BERLIN,,19912,,,,false,,,
"75c3a8dd-187c-4484-b059-131723747e34",2022-03-24 17:28:42.658 +0200,2022-03-24 15:21:06.814 +0200,Duo Stiehler/Lucaciu,"Die zwei Leipziger sind virtuose Geschichtenerzähler auf ihren Instrumenten. Deine Fantasie sind ihre Texte! Duo Stiehler/Lucaciu stehen für instrumentalen Pop mit Saxophon und Klavier, Musik zwischen dem Mut zum Augenschließen und Tobsucht im Sitzen. 
Als Gast präsentiert das Duo die Leipziger Sängerin Sarah Lesch. 
Sarah Lesch ist eine der großen Songwriterinnen der neuen deutschen Liedermacherszene. Sich berufend auf die Tradition, auf das “Geradeheraussprechen”, aber mit dem Blick und der Haltung im Jetzt, im Morgen. Mit mittlerweile drei Alben und unzähligen Konzerten im Gepäck wirbt Sarah Lesch weiter beständig für “Weniger Ich, mehr Wir”: Ihre Songs stellen die richtigen Fragen, reichen die Hand, bieten Hilfe an und werden zu Begleitern. Erstmalig wird das Duo mit Sarah Lesch auf den Sommerkonzerten zu hören sein. Lasst euch überraschen. Alle allgemeinen Schutz- und Hygienevorschriften bzgl. der Eindämmun g der Au sbreitung des Coronavirus SARS-CoV-2 werden eigehalten.  Sascha Stiehler - Klavier, Synthesizer Antonio Lucaciu - Saxofon, Gesang Sarah Lesch - Gesang, Gitarre",,,,"Emmauskirche, Lausitzer Platz 8a, BERLIN, DE, 10997",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/duo-stiehler-lucaciu-tickets-2021-222x222.jpg,,Eventim,"02:00:00",,0,false,21.60,https://www.eventim.de/noapp/event/13766246/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","13766246",BERLIN,,19912,,,,false,,,
"770372b6-b5e6-4898-8d78-013654ed72bf",2022-03-24 17:30:32.010 +0200,2022-03-24 15:21:06.814 +0200,Front Line Assembly & Die Krupps,,,,,"Kesselhaus in der Kulturbrauerei, Knaackstraße 97 / U2 Eberswalder Straße, BERLIN, DE, 10435",,https://www.eventim.de/obj/media/DE-eventim/teaser/blank.gif,,Eventim,"02:00:00",,0,false,42.25,https://www.eventim.de/noapp/event/14254967/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","14254967",BERLIN,,19912,,,,false,,,
"77238c21-3883-4ff7-aa8a-a41810636ff9",2022-03-24 17:28:59.368 +0200,2022-03-24 15:21:06.814 +0200,Big Thief,"Zwei Jahre ist es nun schon her, dass Big Thief 30 Meilen westlich von El Paso, umgeben von 3000 Hektar Pekanussplantagen und nur einen Steinwurf von der mexikanischen Grenze entfernt die Arbeiten an ihrem dritten Studioalbum „U.F.O.F.“ – einem Werk, welches zwischen Meditation und stiller Ekstase changiert und voller Musik für Tagträumer ist, die nicht aufwachen wollen – sowie dem kurz darauf erschienenen Schwesteralbum „Two Hands“ beendet haben. Seit der Veröffentlichung der zwei Alben, welche beide gleichermaßen einen neuen Höhepunkt in der Karriere der New Yorker Musiker*innen markierten und auf diversen „Album des Jahres 2019-Hitlisten“ landeten (wohlgemerkt oft gleich beide Werke), ist einiges passiert.
Als eine der wenigen Bands durften Big Thief ihre fast komplett ausverkaufte Tour mit Konzerten in Deutschland im März letzten Jahres vor der coronabedingten Konzertpause noch spielen.
Während der ersten Monate der Pandemie widmeten sich Sängerin Adrianne Lenker und Gitarrist Buck Meek daraufhin jeweils ihren Soloprojekten. Lenker veröffentlichte im Oktober letzten Jahres ihr Album ""songs"", während Meek Anfang dieses Jahres sein Werk ""Two Saviors"" präsentierte.
Nun ist es langsam Zeit, dass sich die beiden wieder mit ihren Bandkollegen Max Oleartchik und James Krivchenia vereinen, um sich auf die jüngst für das Frühjahr 2022 bestätigte Deutschlandtour vorzubereiten. Im Februar nächsten Jahres spielen Big Thief dann hierzulande endlich wieder vor Publikum und kommen für vier Konzerte nach München, Berlin, Hamburg und Köln.",,,,"HUXLEY'S NEUE WELT, Hasenheide 107 - 113, BERLIN, DE, 10967",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/big-thief-tickets-2021-03.jpg,,Eventim,"02:00:00",,0,false,34.55,https://www.eventim.de/noapp/event/13803727/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","13803727",BERLIN,,19912,,,,false,,,
"79f07019-033f-4839-a288-f93d06007f3d",2022-03-24 17:30:23.456 +0200,2022-03-24 15:21:06.814 +0200,Lindsey Buckingham,,,,,"Theater am Potsdamer Platz, Marlene-Dietrich-Platz 1, BERLIN, DE, 10785",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/lindsey-buckingham-tickets-2021.jpg,,Eventim,"02:00:00",,0,false,38.25,https://www.eventim.de/noapp/event/14038117/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Music""}'","14038117",BERLIN,,19912,,,,false,,,
"89b6af8b-ece7-4f04-bd60-e0706caa8f04",2022-03-24 17:30:20.212 +0200,2022-03-24 15:21:06.814 +0200,Arsen und Spitzenhäubchen,,,,,"Berliner Kriminal Theater, Palisadenstr. 48 / Umspannwerk Ost, BERLIN, DE, 10243",,https://www.eventim.de/obj/media/DE-eventim/teaser/blank.gif,,Eventim,"02:00:00",,0,false,35.69,https://www.eventim.de/noapp/event/14770671/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Culture""}'","14770671",BERLIN,,19912,,,,false,,,
"8c5ffe63-ab95-40bf-a673-73837f586176",2022-03-24 17:28:42.655 +0200,2022-03-24 15:21:06.814 +0200,Putane - Verwirrt | Russisches Theater,"Der berühmte italienische Schauspieler und Regisseur Nino Manfredi war mit der Inszenierung seines Theaterstücks in Russland nur unter einer Bedingung einverstanden – als Regisseur muss Roman WIKTJUK wirken.
<br><br>
Eine rührende Geschichte über die Beziehung eines Dramatikers (Jefim SCHIFRIN) und einer Prostituierten (Jekaterina KARPUSCHINA), deren Berufe wie sich herausstellt, vieles gemeinsam haben. Eine sanfte und einnehmende Inszenierung mit lustigen und kurzweiligen Dialogen, mit fünf Unfug treibenden Clowns, die das Bühnenstück sozusagen moderieren, und einem glanzvollen Duo von Jefim Schifrin und Jekaterina Karpuschina.  
Theater in Russischer Sprache
<br><br>
Autor NINO MANFREDI
<br>Übersetzung aus dem Italienischen TAMARA SKUJ
<br><br>
Inszenierung und musikalische Gestaltung ROMAN WIKTJUK
<br><br>
Szenografie WLADIMIR BOER
<br>Kostüme WLADIMIR BUCHINNIK
<br><br>
?lastik LEONID LEJKIN 
Regieassistentin GALINA MUTSCHIEWA",,,,"Humboldt-Saal der URANIA Berlin e.V., An der Urania 17, BERLIN, DE, 10787",,https://www.eventim.de/obj/mam/germany/c6/f0/russisches-theater--putane---verwirrt--tickets_47957_458885_222x222.jpg,,Eventim,"02:00:00",,0,false,38.90,https://www.eventim.de/noapp/event/12754451/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Culture""}'","12754451",BERLIN,,19912,,,,false,,,
"93807457-5019-4e3b-935f-74c3dae64e61",2022-03-24 17:30:19.660 +0200,2022-03-24 15:21:06.814 +0200,Kallefornia Comedy - Weekend Special,"<b>witzig seit 1987*</b><br> <br>Vorsicht: Heiß und dreckig. Ab sofort serviert euch die Untergrundlegende Kalle Zilske (Quatsch Comedy Club, Comedy Central, Nightwash etc.) regelmäßig ein Maxi Family Bucket voll mit crispy Comedy Bits und heißen Stand-Up Bangern. <br>Im Menü mit Kite am Plattenteller und den exklusivsten Beats aus der Mutterstadt. Heißhunger bekommen? <br>Dann komm rum und gönn dir die besten Comedians der Berliner Underground-Szene – ohne künstliche Zusätze handverlesen vom Chefkoch persönlich.<br> <br>*No animals were harmed in this production (except perhaps a small number of insects).<br> <br>To go?<br>Nein, zum hier essen: MAD MONKEY ROOM Danziger Straße 1, 10435 Berlin<br> <br><b>2G+</b><br>- Bitte bringt einen Aktuellen Nachweis über eine negativen Test mit.<br>- Bitte bringt ein Dokument mit, das bestätigt, dass ihr doppelt geimpft oder genesen seid.<br>- Wir verzichten mit 2G+ auf Masken und Sicherheits abstände! Passt trotzdem aufeinander auf!<br>- Ihr könnt euch mit der Luca App bei uns vor Ort registrieren oder ihr tragt eure Kontaktdaten ganz normal in ein vorhandenes Formular ein.<br>- Gute Lüftungsanlage ist vorhanden!<br>- Desinfektionsmittel ist vor Ort.",,,,"Mad Monkey Room, Danziger Straße 1, BERLIN, DE, 10435",,https://www.eventim.de/obj/media/DE-eventim/teaser/222x222/2021/kallefornia-comedy-tickets-2021-222x222.jpg,,Eventim,"02:00:00",,0,false,18.00,https://www.eventim.de/noapp/event/15061032/?affiliate=BGF&utm_source=BGF&utm_medium=dp&utm_campaign=bridgify,false,true,false,true,,"'{""Culture""}'","15061032",BERLIN,,19912,,,,false,,,
